group,subgroup,suborder,subcat,xaxis,xorder,xlabel,chart,value,count,total,missing,x0,x1,x2,x3
Ohio,declrdfit,1,,surecat,2,Fairly sure,Percent who had good I-M Fit for declared,36.1,3460,9594,,out of,college students who are,of their choice of planned major declared a major that is a good fit with their measured interests.,
Ohio,declrdfit,1,,surecat,3,Not sure,Percent who had good I-M Fit for declared,32.9,1039,3159,,out of,college students who are,of their choice of planned major declared a major that is a good fit with their measured interests.,
Oklahoma,majmatch,1,,surecat,1,Very sure,Percent who declared in major area,50.8,1389,2735,,out of,college students who are,of their choice of planned major declared a major in their planned major area.,
Oklahoma,majmatch,1,,surecat,2,Fairly sure,Percent who declared in major area,43.7,1459,3339,,out of,college students who are,of their choice of planned major declared a major in their planned major area.,
Oklahoma,majmatch,1,,surecat,3,Not sure,Percent who declared in major area,33.8,407,1204,,out of,college students who are,of their choice of planned major declared a major in their planned major area.,
Oklahoma,declrdfit,1,,surecat,1,Very sure,Percent who had good I-M Fit for declared,36.9,918,2488,,out of,college students who are,of their choice of planned major declared a major that is a good fit with their measured interests.,
Oklahoma,declrdfit,1,,surecat,2,Fairly sure,Percent who had good I-M Fit for declared,33,991,3004,,out of,college students who are,of their choice of planned major declared a major that is a good fit with their measured interests.,
Oklahoma,declrdfit,1,,surecat,3,Not sure,Percent who had good I-M Fit for declared,32.7,318,971,,out of,college students who are,of their choice of planned major declared a major that is a good fit with their measured interests.,
Oregon,majmatch,1,,surecat,1,Very sure,Percent who declared in major area,65.3,424,649,,out of,college students who are,of their choice of planned major declared a major in their planned major area.,
Oregon,majmatch,1,,surecat,2,Fairly sure,Percent who declared in major area,56.9,567,996,,out of,college students who are,of their choice of planned major declared a major in their planned major area.,
Oregon,majmatch,1,,surecat,3,Not sure,Percent who declared in major area,47,151,321,,out of,college students who are,of their choice of planned major declared a major in their planned major area.,
Oregon,declrdfit,1,,surecat,1,Very sure,Percent who had good I-M Fit for declared,44.3,253,571,,out of,college students who are,of their choice of planned major declared a major that is a good fit with their measured interests.,
Oregon,declrdfit,1,,surecat,2,Fairly sure,Percent who had good I-M Fit for declared,38.8,333,858,,out of,college students who are,of their choice of planned major declared a major that is a good fit with their measured interests.,
Oregon,declrdfit,1,,surecat,3,Not sure,Percent who had good I-M Fit for declared,31.3,78,249,,out of,college students who are,of their choice of planned major declared a major that is a good fit with their measured interests.,
Pennsylvania,majmatch,1,,surecat,1,Very sure,Percent who declared in major area,73.7,2150,2917,,out of,college students who are,of their choice of planned major declared a major in their planned major area.,
Pennsylvania,majmatch,1,,surecat,2,Fairly sure,Percent who declared in major area,63.8,2054,3220,,out of,college students who are,of their choice of planned major declared a major in their planned major area.,
Pennsylvania,majmatch,1,,surecat,3,Not sure,Percent who declared in major area,50.4,521,1033,,out of,college students who are,of their choice of planned major declared a major in their planned major area.,
Pennsylvania,declrdfit,1,,surecat,1,Very sure,Percent who had good I-M Fit for declared,39.8,877,2202,,out of,college students who are,of their choice of planned major declared a major that is a good fit with their measured interests.,
Pennsylvania,declrdfit,1,,surecat,2,Fairly sure,Percent who had good I-M Fit for declared,39.1,895,2291,,out of,college students who are,of their choice of planned major declared a major that is a good fit with their measured interests.,
Pennsylvania,declrdfit,1,,surecat,3,Not sure,Percent who had good I-M Fit for declared,35.8,235,656,,out of,college students who are,of their choice of planned major declared a major that is a good fit with their measured interests.,
Rhode Island,majmatch,1,,surecat,1,Very sure,Percent who declared in major area,73.9,88,119,,out of,college students who are,of their choice of planned major declared a major in their planned major area.,
Rhode Island,majmatch,1,,surecat,2,Fairly sure,Percent who declared in major area,64.7,97,150,,out of,college students who are,of their choice of planned major declared a major in their planned major area.,
Rhode Island,majmatch,1,,surecat,3,Not sure,Percent who declared in major area,39.5,17,43,,out of,college students who are,of their choice of planned major declared a major in their planned major area.,
Rhode Island,declrdfit,1,,surecat,1,Very sure,Percent who had good I-M Fit for declared,43.8,39,89,,out of,college students who are,of their choice of planned major declared a major that is a good fit with their measured interests.,
Rhode Island,declrdfit,1,,surecat,2,Fairly sure,Percent who had good I-M Fit for declared,49.5,48,97,,out of,college students who are,of their choice of planned major declared a major that is a good fit with their measured interests.,
Rhode Island,declrdfit,1,,surecat,3,Not sure,Percent who had good I-M Fit for declared,22.7,5,22,,out of,college students who are,of their choice of planned major declared a major that is a good fit with their measured interests.,
South Carolina,majmatch,1,,surecat,1,Very sure,Percent who declared in major area,54.7,1116,2039,,out of,college students who are,of their choice of planned major declared a major in their planned major area.,
South Carolina,majmatch,1,,surecat,2,Fairly sure,Percent who declared in major area,45.6,761,1669,,out of,college students who are,of their choice of planned major declared a major in their planned major area.,
South Carolina,majmatch,1,,surecat,3,Not sure,Percent who declared in major area,38,183,482,,out of,college students who are,of their choice of planned major declared a major in their planned major area.,
South Carolina,declrdfit,1,,surecat,1,Very sure,Percent who had good I-M Fit for declared,33,581,1763,,out of,college students who are,of their choice of planned major declared a major that is a good fit with their measured interests.,
South Carolina,declrdfit,1,,surecat,2,Fairly sure,Percent who had good I-M Fit for declared,31.6,433,1371,,out of,college students who are,of their choice of planned major declared a major that is a good fit with their measured interests.,
South Carolina,declrdfit,1,,surecat,3,Not sure,Percent who had good I-M Fit for declared,28.9,102,353,,out of,college students who are,of their choice of planned major declared a major that is a good fit with their measured interests.,
South Dakota,majmatch,1,,surecat,1,Very sure,Percent who declared in major area,62.7,457,729,,out of,college students who are,of their choice of planned major declared a major in their planned major area.,
South Dakota,majmatch,1,,surecat,2,Fairly sure,Percent who declared in major area,56,540,965,,out of,college students who are,of their choice of planned major declared a major in their planned major area.,
